Profile_Name,Rating_Star,Headings,Base_Reviews,category
Amazon Customer,1.0 out of 5 stars,Worst thing everÃ°Å¸ËÂ¡,This evil thing should be extinct I opened it and I didn't even put my hand under it and...  A hand is there.,issue
Jennifer Cunningham,1.0 out of 5 stars,This game is all boring!,This game just is a black backgroundWith a cheap stock photo thatDoesn't even look like my handAHHH!!,issue
Carolyn Hodson,3.0 out of 5 stars,Three Stars,granddaughter enjoys it.,user_experience
"rachael,ward",1.0 out of 5 stars,none Working,Ugh this is not your hand it's a picture,user_experience
b,5.0 out of 5 stars,Oops I axadently pressed all,Terrible it only shows you your hand I hate people made this!!!!!!!!,issue
KillerKibbles,1.0 out of 5 stars,none Working,Lol what a joke. Glad this is free,user_experience
julianb,2.0 out of 5 stars,does not work,I hate it  it's not for me,user_experience
CL Glut,1.0 out of 5 stars,Don't download,No please don't get,user_experience
Dennis H.,3.0 out of 5 stars,none Working,deleted it,feature
Jennifer Price,1.0 out of 5 stars,no,It's a piece of crap,user_experience
Vicky Klemme,1.0 out of 5 stars,Just a hand,I tried to see my arm but all it showed was a hand,user_experience
Marty,4.0 out of 5 stars,My opinion of the Xray Scanner,"It could be used for educational purposes.  Since I don't know how powerful this is, I don't know all the uses it may have., therefore I can't give it the five stars.  It does appear to be very interesting.",user_experience
Lizzie,1.0 out of 5 stars,uhm..it doesnt look at all like it should..,why cant it do what it looks like in app? Ã°Å¸ËÅ¾,user_experience
thebes,3.0 out of 5 stars,Three Stars,deleted it,feature
Mom of three,3.0 out of 5 stars,Three Stars,silly,user_experience
Beth Casey,1.0 out of 5 stars,DON'T GET,I got this game and immediately played it. It doesn't even work right it only shows your hand and it doesn't even match up with your bones. Don't get it it's not worth it trust me.,issue
Joseph C Shepherd,1.0 out of 5 stars,Even for novelty it needs major work,"Promising concept, but as is it doesn't even try to interact with the camera.  I could put a book there, or put the phone into a paper bag and it still shows a generic image. Again, cool concept and I think it could be really cool and trippy, but this app is currently not even close to there.",other_information
Agbeko Djibom,1.0 out of 5 stars,HATE ITÃ°Å¸ËÂ¡,This game only shows a picture of someone else's bone. DON'T DOWNLOADÃ°Å¸â¢â¦! So Ã°Å¸ËÂª bored of the bone I almost fell asleep. I want to leave itÃ°Å¸ËÂ´,feature
A. Wadey,1.0 out of 5 stars,bad,I no likeyÃ°Å¸ËÂ¶Ã°Å¸Ëï¿½Ã°Å¸ËÂ¾Ã°Å¸ââ¬Ã°Å¸âÅ½,user_experience
C. Fant,1.0 out of 5 stars,Sucks,All it is is a picture of your hand!,user_experience
Brandy,4.0 out of 5 stars,It's good,It's a random picture of a skeleton hand but I still like it. Ã°Å¸âï¿½,other_information
Landon,1.0 out of 5 stars,bad,Very very very very very S***TyÃ°Å¸âÂ©,user_experience
Gabby,1.0 out of 5 stars,Stupid,Game is boringÃ°Å¸ËÂ Ã°Å¸ËÂ Ã°Å¸ËÂ Ã°Å¸ËÂ Ã°Å¸ËÂ Ã°Å¸ËÂ Ã°Å¸ËÂ Ã°Å¸ËÂ Ã°Å¸ËÂ  hate it,user_experience
Mia1000,1.0 out of 5 stars,HATE IT,"Boring,dum,stupid,crazy,",user_experience
Chris Thompson,1.0 out of 5 stars,Sucks,Didn't scanMy hand Ã¢Åâ¹ so bad Ã°Å¸âÅ½ don't get,user_experience
J. Grogan,1.0 out of 5 stars,APP SUCKS !!! D:<,It just shows a pic of a hand x-ray,user_experience
E.Schwarz,1.0 out of 5 stars,IT IS STUPID!!!!,Don't get this because it is a waste of space. You don't even get to scan your anything. It is a peace of junk.,issue
JC,5.0 out of 5 stars,Five Stars,oky,other_information
CupcakeLove,1.0 out of 5 stars,STUPID,Waste of time all it does is shows a picture of someone else's handÃ°Å¸ËÂ Ã°Å¸ËÂ ,issue
Kindle Customer,4.0 out of 5 stars,not bad,It's not bad it's kinda fun after a while,other_information
Kindle Customer,1.0 out of 5 stars,Dumb,Stupid all you do is look at a fake hand.Don't get this app.Ã°Å¸ËÂ Ã°Å¸ËÂ Ã°Å¸ËÂ Ã°Å¸ËÂ Ã°Å¸ËÂ Ã°Å¸ËÂ Ã°Å¸ËÂ Ã°Å¸ËÂ Ã°Å¸ËÂ Ã°Å¸ËÂ ,issue
Becca,1.0 out of 5 stars,SUCKED,This thing sucks. It doesn't  even show any thing of your body it just shows a fake hand.,issue
Jenifer Huguenin,1.0 out of 5 stars,Horrible,Never get this super cheap,user_experience
MeMe,1.0 out of 5 stars,doesn't scan,All this does is show a bone hand. It would only be good if you didn't know what a bone hand looks like. It doesn't scan your body.,issue
Sia F.,1.0 out of 5 stars,stupid game,This is face the  show the hand  Even when my hand isn't there! Do not get repeat do not get!,issue
Kindle Customer,1.0 out of 5 stars,It just scans your hand! Ã°Å¸âÅ½,I tried to scan my arm and it scaned my hand and when I put my tablet in the air it sill scaned! Ã°Å¸ËÂ¾Ã°Å¸ËÂ¬Ã°Å¸ËÂ¤,user_experience
Jennifer Abild,1.0 out of 5 stars,stinks,This game is a piece of crap do not get this app on a skill of 1 to 10 I rate it  0,user_experience
what is this,1.0 out of 5 stars,Don't get,This game doesn't even work don't get,user_experience
Tracy Howell,1.0 out of 5 stars,junk,junk didn't work,user_experience
jj whitehouse,5.0 out of 5 stars,IT IS FUN!!!!;,It's too fun I can't help it,user_experience
Luigi Ammirati,1.0 out of 5 stars,One person found this helpful,switch off,feature
Pheuleupe,1.0 out of 5 stars,One person found this helpful,its terrible removed,feature
Jj,1.0 out of 5 stars,,removed,feature
Nika,1.0 out of 5 stars,6 people found this helpful,deleted it,feature
Stephanie Radmore,2.0 out of 5 stars,3 people found this helpful,It's alright,other_information
Marco Poulin,1.0 out of 5 stars,15 people found this helpful,it doesnât work deleted,feature
june timson,3.0 out of 5 stars,,deleted it,feature
tn1179,1.0 out of 5 stars,One person found this helpful,Doesn't look anything like in the pictures. Impossible to control. Would not recommend!,user_experience
Dwyton Greer,1.0 out of 5 stars,21 people found this helpful,Please don't Get this it doesn't even show a real X-Ray,user_experience
Amazon Customer,1.0 out of 5 stars,16 people found this helpful,This game is awful terrible and it is a nonsense,user_experience
Jimmy j,1.0 out of 5 stars,42 people found this helpful,It wasn't real and I could not control it. Do not by . Waste of time!!!Ã°Å¸ËÂ¤ Ã°Å¸Ëï¿½Ã°Å¸ËÂ¤,user_experience
Philip Neech,1.0 out of 5 stars,16 people found this helpful,I was going to make a REAL x Ray but when you put it down it still shows why did people even make this game!!!!!Ã°Å¸ËÂ´Ã°Å¸ËÂ´Ã°Å¸ËÂ¤,user_experience
bigot,1.0 out of 5 stars,29 people found this helpful,removed,feature
Dolly007,1.0 out of 5 stars,41 people found this helpful,"This item sucks, so! It does is shows a picture of only a hand that barely moves about the hand with the camera . DO NOT BUY",issue
soooooooooo coooooooooool.,1.0 out of 5 stars,14 people found this helpful,NEVER  GET THIS GAME,user_experience
Sophia A,1.0 out of 5 stars,16 people found this helpful,It doesn't even work,user_experience
Billy Ricky,1.0 out of 5 stars,29 people found this helpful,absolute rubbish,user_experience
lalemming,1.0 out of 5 stars,41 people found this helpful,It just shows you a completely fake picture of the bones in a hand and I know because when I put my kindlefire down it was still showing the picture of the bones it is pure rubbish it is up to you if you buy it so just saying when I say this I'm only suggesting not tellingDONT BUY THIS,issue
girlsurfing,1.0 out of 5 stars,21 people found this helpful,This app is useless I showed it to my head and it was my hand STILL! Please dont download it its just to take up your memory so you shouldnt get it! It only works with your hand aswell which i think we all know what a hand looks like! We have one! Two sorry! Please dont download bye!,user_experience
Roger EDWARD beeley,1.0 out of 5 stars,11 people found this helpful,Never had one can't comment,user_experience
Kindle Customer,1.0 out of 5 stars,62 people found this helpful,This is really bad it only shows pics not real xrays don't get it,issue
R. Grindley,1.0 out of 5 stars,43 people found this helpful,"Don't waste your time downloading, the app is really craps",user_experience
sandra,1.0 out of 5 stars,80 people found this helpful,I was expecting us to see our bones but its just picturesPls fix,issue
Amazon Customer,1.0 out of 5 stars,Not the best,In my opinion it is a pain to drag all the filter pieces instead of just taking a photo and boom it's there.,other_information
jazzy,2.0 out of 5 stars,Not my favorite.,Did not work well.,user_experience
jenny,1.0 out of 5 stars,Terrible and very cheap,TERRIBLE!! There are only stickers and its very bad quality. I would recommend not wasting your time on this app.,issue
m s,3.0 out of 5 stars,Its okay,just not entirely impressed,other_information
Steelerzgrl3AlexJeff,4.0 out of 5 stars,Cute photos,Makes cute add ons to photos,user_experience
Kceci,1.0 out of 5 stars,No good app,No good app borring,user_experience
Avril,3.0 out of 5 stars,Ok,It's ok like every other,other_information
End User,1.0 out of 5 stars,Not great,Not what I expected. Doesn't really work with more than one effect.,other_information
Casey Lee,1.0 out of 5 stars,Just looping ads,Never worked just add in a loop,user_experience
Joseph,5.0 out of 5 stars,Ok,Ok,other_information
browzin 1960,3.0 out of 5 stars,Fun but haven't mastered,I can't quite figure out how to use the accessories that upload. Perhaps a tutorial is needed,other_information
valariewade,1.0 out of 5 stars,I guess it wasn't free,I thought it was free,user_experience
CC,1.0 out of 5 stars,Nasty and full of Advertising!!,Kick this one to the curb!,feature
Regina Baker,1.0 out of 5 stars,Worst,Hated it,user_experience
Bilbo Fredericks,1.0 out of 5 stars,Broke my phone...,"because upon seeing that ridiculous leading product picture, I threw my phone against the wall.",user_experience
Amazon Customer,1.0 out of 5 stars,Not a substitute for Snapchat,Completely useless,user_experience
Marcy,1.0 out of 5 stars,Flashing ads,Removed quickly because of consistant flashing ads on the screen.,feature
mary van hoose,1.0 out of 5 stars,I do not like this app,It NO where near Snapchat,user_experience
Laikram Gopaul,1.0 out of 5 stars,Not impressed.,Don't like,user_experience
Pegg,5.0 out of 5 stars,Pictures,This one is a lot fun,user_experience
Amazon Customer,3.0 out of 5 stars,It's Ok,"Works, but not great. Very limited.",other_information
Patricia Napier.  82cline dr Cairo w.v 26337,5.0 out of 5 stars,Taking you,yes not very good,other_information
DEBORAH SHEARER,1.0 out of 5 stars,Not very easy to use!!!,"I don't like it, it is hard to use, to apply it to your photos.",user_experience
meerkat49,1.0 out of 5 stars,One Star,Not that great,other_information
Emma,5.0 out of 5 stars,I actually like it lol,I look swag its okay,other_information
Amanda Cooper,1.0 out of 5 stars,Didn't like,Awefullllll! Couldn't adjust stickers to fit pictures.,issue
eric andersen,1.0 out of 5 stars,Terrible App,I would not get this app. I would not recommend.,user_experience
MzPisces,2.0 out of 5 stars,Two Stars,Limited features with basic download,user_experience
Renee Bilodeau,1.0 out of 5 stars,Horrible...,This game is horrible. You think your gonna get what the ad at the top days but no. You have to drag the dog ears or whatever and it's super annoying.,user_experience
jessjessirae,1.0 out of 5 stars,Really PEOPLEÃ°Å¸ËâÃ°Å¸ËâÃ°Å¸Ëâ,All you do is take photos of your self and yeah no fair grown ups get the real snapchat!!!,user_experience
Sean,1.0 out of 5 stars,I can't play,I can not play I have to pick a picture from my gallery,user_experience
PLM,1.0 out of 5 stars,Not right for me,Not what I was expecting,user_experience
Brian,1.0 out of 5 stars,STUPID,All u do is add stickers  no filter,user_experience
barbxcats,3.0 out of 5 stars,Dont get,Was not impressed,user_experience
Darry,1.0 out of 5 stars,Awful,This is so stupid I hate it doesn't work,user_experience
Amazon Customer,1.0 out of 5 stars,This app sucks,"Horrible it is used with stickers don,t get!",user_experience
Christopher Brian Pirelli,1.0 out of 5 stars,Ridiculously stupid,I tried doing my baby cousin and I tried to put a flower crown thing on her and it turns out that you can't shrink the stickerDELETINGÃ°Å¸ËÂ¡Ã°Å¸ËÂ¡,feature
Timothy G.,1.0 out of 5 stars,DO NOT GET!!!!!!!,"This game keeps gliching.my device, also, it's not a face filter it's a photo editor, graphics are also very bad, THIS SUCKS!!!!!!!DO NOT GET!!!!",issue
Beverly,1.0 out of 5 stars,WORST APP,U cant make thw stickers bigger its boring and its not good please read an dont dowload!!!!!!! If u want a filer app just get  snapchat!!,user_experience
Jolene,1.0 out of 5 stars,Not good,Terrible....,user_experience
Jill M.,1.0 out of 5 stars,Don't Download!! Ã°Å¸ËÅ¸,"This app stinks. You can only put stickers on, and they don't look realistic at all. You can't put any of the cool filters like on Snapchat. I was really disappointed with it. Ã°Å¸ËÂ¡Ã°Å¸ËÂ©Ã°Å¸âÅ½",issue
Stephanie Larsen,1.0 out of 5 stars,"Nope, don't do it","It sucks, it is FALSE ADVERTISING!! I do not recommend it! Ã°Å¸ËÂ¡",issue
Jodie Barnes,2.0 out of 5 stars,Dumb crap,This is so stupid you can't make stickers bigger ??,user_experience
Kindle Customer,1.0 out of 5 stars,DON'T GET THIS,tHIS IS THE WORST GAME EVER DON'T GET IT!!!!!,user_experience
Bonnie Webster,2.0 out of 5 stars,Not good,It was just stickers I sujest not to get it,user_experience
Amazon Customer,1.0 out of 5 stars,Scam,Worst app ever,user_experience
No,1.0 out of 5 stars,No,I don't really like itÃ°Å¸âÅ½,user_experience
Amazon Customer,1.0 out of 5 stars,HATE IT,Terrible. All you can do is put on dumb stickers and also the lifts are the lowest quality you can get. Do not download this and make money for these people.Ã°Å¸ËÂ Ã°Å¸ËÂ Ã°Å¸ËÂ Ã°Å¸ËÂ Ã°Å¸ËÂ Ã°Å¸ËÂ ,issue
Amy,1.0 out of 5 stars,Awful just aweful.,Really bad,user_experience
Brent Livingston,1.0 out of 5 stars,SUCKS!!!!,I couldn't even find the filters I don't have Snapchat but I've used it this is horrible,user_experience
Steveson,2.0 out of 5 stars,Not what I expected,"On the picture there is a Snapchat filter on it, in real life you have to drag stickers onto the photo. Very disappointing and not high quality. Ã°Å¸ËÂ¢Ã°Å¸ËÂ¢",issue
David Pilcher,1.0 out of 5 stars,Kinda good.,"This is not what they say. It's good, just not what I expected at all.Ã°Å¸Ëâ I was excited about this app. DON'T GET IT!",user_experience
Serena,3.0 out of 5 stars,Kinda good Kinda bad...,This game is not a filter. You have to take a picture and you can't chose an existing one and then you drag stickers on to the face. There are very little options but it does look cool. I don't even think you can save the pictures! This game deserves a lower rating. I do not recommend this game.,issue
Dorothy Roper,1.0 out of 5 stars,BAD,The app would not let me play. It was stuid,user_experience
Amazon3,1.0 out of 5 stars,Nope,Not great at all,user_experience
Amazon Customer,5.0 out of 5 stars,Fun.,its okay ,other_information
Amazon Customer,1.0 out of 5 stars,IT WASN'T THAT GREAT REALLYÃ°Å¸Ëâ¦Ã°Å¸Ëâ¦Ã°Å¸ËÂ¢Ã°Å¸ËÂ¢,I didn't really like it. It only has stickers which were ok however the it didn't have any filter I liked. Sorry to say that it wasn't helpful. As soon as I got it I deleted it. But you can improve.Ã°Å¸Ëâ¦Ã°Å¸ËÅ Ã°Å¸ËÂ¢Ã°Å¸ËÂ´,feature
claire,1.0 out of 5 stars,Can't be shared to child profile,Rubbish. App can't be shared used to child profile on fire hd 0.,user_experience
louis the vampire,1.0 out of 5 stars,Translate review to English,deleted,feature
Alison Smith,3.0 out of 5 stars,Not what I expected,DidnÃ¢â¬â¢t like it,user_experience
Mrs W.,2.0 out of 5 stars,Two Stars,Didn't find this useful. Deleted,feature
Amazon Customer,3.0 out of 5 stars,For me itÃ¢â¬â¢s confusing,For me itÃ¢â¬â¢s confusing,user_experience
Daniel S. Williams,1.0 out of 5 stars,No directions.,I can't really review as there does not seem to any instruction. Eh?,issue
Master D.,1.0 out of 5 stars,Poor,Uninstalled,feature
Rebecca,1.0 out of 5 stars,Complicated,Didn't do what I needed,user_experience
Ken Crawford,5.0 out of 5 stars,Five Stars,its okay,other_information
Mark L.,2.0 out of 5 stars,Good idea - poor execution.,"Very good idea.  The usage of this app is wanting.  Reminds me of moving about cardboard cut-outs, good basic idea, but limited in actual value.",user_experience
Dog lover mom,1.0 out of 5 stars,Free - get what you pay for.,"While not super hard to use, not really user friendly either.  Sure wish it was like the ones you see the HGTV planners use.  Tried using this to map out a kitchen remodel and the lower cabinets would cover over the uppers and while I don't expect the sizing to be exact, some were way off.  Even just dragging or turning an object did not lend to desirable results.  While it was free, I guess you get what you pay for.",issue
big daddy,1.0 out of 5 stars,Hard to use.,The title says it all.,user_experience
Lisa Scott,1.0 out of 5 stars,Don't bother,It sucked.,user_experience
K,1.0 out of 5 stars,One Star,It's very hard to select exactly what you want when there are other things around. Seems a bit complicated,user_experience
this is  a dumb game,1.0 out of 5 stars,One Star,Did not like it,user_experience
Bernarda,1.0 out of 5 stars,One Star,so complicated,user_experience
Kim Locker,1.0 out of 5 stars,One Star,did not like it at all,user_experience
jwilso57,1.0 out of 5 stars,Too difficult,Hard to use. Gave up.,feature
fascinated1,2.0 out of 5 stars,Two Stars,It wouldn't work for me.,user_experience
Amazon Customer,4.0 out of 5 stars,Thank you,Thank you.,other_information
Nancy Mascarella,2.0 out of 5 stars,Floor Plan Frustration,frustrating app. not user friendly.,issue
gotcha6,1.0 out of 5 stars,Don't waste your money or time on this free app.,"Although the product will allow one to draw shapes and walls with their smartphone, the limited screen size prohibits adding much detail. Add to that the fact that everything is calibrated in metric units and the app is almost as useful as a piece of graph paper and a straightedge, which is what I'll be using instead.  If I could get it to load to my notepad or even my desktop AND WORK IN ENGLISH UNITS then I would be willing to pay for this.  As it is, using it on a smartphone is like building a ship in a bottle with ice tongs.",user_experience
Pamela M.,2.0 out of 5 stars,Not for me!,"Too hard to figure out, I need something easier",user_experience
Sebastian Cortazzo Seoane,2.0 out of 5 stars,Two Stars,Can't sabe project to continue later.,user_experience
bruce L. Streeter,1.0 out of 5 stars,complicated,To difficult to activate. Only wanted to diagram a deck.,user_experience
Deanna,2.0 out of 5 stars,Two Stars,It's not easy to manipulate to your own designs. Not a fan of this one.,user_experience
J. Longbons,5.0 out of 5 stars,Five Stars,was unable to download,issue
Katrina Wright,1.0 out of 5 stars,NO,Too complicated and too sensitive for my Kindle.,issue
LESLIE ROBLES,1.0 out of 5 stars,One Star,makes my kindle freeze and crash repeadedly,issue
Crystal Star,3.0 out of 5 stars,Three Stars,I didn't use this app enough to review it.,other_information
Ricardo Yglesias,3.0 out of 5 stars,NOT EASY TO,"OK, NOT EASY TO USE",other_information
Kindle Customer,1.0 out of 5 stars,One Star,not user friendly,user_experience
Al Dean,5.0 out of 5 stars,Awesome.,Great App!  Saves so much time!,other_information
D&CShack,5.0 out of 5 stars,Five Stars,not very well but ok,other_information
Deanna H.,5.0 out of 5 stars,Five Stars,was good,other_information
Nicole M,4.0 out of 5 stars,I like it,Fun to play around.  Basic components but you can still do a lot.,user_experience
Christian Bodet,2.0 out of 5 stars,Two Stars,did not like it,user_experience
juanita buchanan,2.0 out of 5 stars,Two Stars,Very hard to manipulate,user_experience
Sherry,1.0 out of 5 stars,One Star,Hard to use and not user friendly,issue
Steven Alexander the Great,3.0 out of 5 stars,Three Stars,Hard to learn,user_experience
Pamala,4.0 out of 5 stars,Meh,It's okay. Nothing fancy!,other_information
B. Roberts,3.0 out of 5 stars,not fun,Too cumbersome for me to use for a home move.,user_experience
Gncantwell,2.0 out of 5 stars,Two Stars,Too many ad's.,issue
Acheshi1168,1.0 out of 5 stars,Hard to get the hang of,Very confusing to use,user_experience
Mark A Greenwade,2.0 out of 5 stars,Two Stars,very difficult to use,user_experience
King's Kid,4.0 out of 5 stars,ok,ok,other_information
Matthew,1.0 out of 5 stars,One Star,Not what I expected,user_experience
Eastwood,1.0 out of 5 stars,One Star,dumb dumb dumb,user_experience
Radek Gajak,3.0 out of 5 stars,Three Stars,ok,other_information
Elainetx,2.0 out of 5 stars,Difficult at best,It would take some time to get usefulness from application....hard to move around ..but willing to stay at it...nice feel and look,user_experience
Amazon Customer,1.0 out of 5 stars,One Star,Dont use it.,user_experience
Rhonda Kincer,1.0 out of 5 stars,Disappointed.,Not much to it. Disappointed.,user_experience
Adamo Rodriguez,3.0 out of 5 stars,Three Stars,Okay,other_information
Mary Brown,2.0 out of 5 stars,Two Stars,to complicated for me,user_experience
R. G.,2.0 out of 5 stars,Two Stars,Don't remember why but I deleted it so it may not have worked as I would like,feature
William Himple,3.0 out of 5 stars,Three Stars,I like it,other_information
Stephen,1.0 out of 5 stars,HORRIBLE,This game is horrible because it will not let me delete it.,feature
Dave Peterson,1.0 out of 5 stars,One Star,Would not run effectively on a Kindle Fire. NO STARS.,user_experience
Evelyn T. Young,4.0 out of 5 stars,Four Stars,its good,other_information
D. Thayer,1.0 out of 5 stars,Terrible!,I've been using CAD programs since 1985 and this is most chunky unusable piece of crap I've come across.  I down loaded it to my Fire 10 with hopes of using it to put down ideas when I'm away from my computer and found that is was completely useless.  Anybody that's used CAD programs  knows that interruptions are disruptive to thinking and those advertisements do just that besides using valuable space on tiny screens.  Also the description says you can export them to a DXF file but you can't unless pay for an upgrade.  Setting the units and wall thickness to English units is possible but awkward.,user_experience
Glammy,1.0 out of 5 stars,One Star,Too complicated,user_experience
brad,3.0 out of 5 stars,Three Stars,Isn't to bad little hard drawing plans and figuring how it all works.,other_information
Grady Davis,4.0 out of 5 stars,Four Stars,Neat little app.,other_information
Shenika B.,1.0 out of 5 stars,Waste of time!!!,Not worth it!,other_information
Jacob DuPree,2.0 out of 5 stars,Accurately creates floor plans with some working the program. ...,Accurately creates floor plans with some working the program.  You cannot use anything you create outside of the program without paying for each and every download separately.  This was not made clear when in the app store,issue
Angela Samuels,3.0 out of 5 stars,Nice but not sure what I paid for,I've been using the free app for a couple of months and decided to buy it. The ads went away but if I want to save it more than one way I am charged another 5.49. I'm not very happy about that.,issue
godofredo figueroa,5.0 out of 5 stars,Five Stars,Good,other_information
Leonor Flores,5.0 out of 5 stars,Five Stars,Ok,other_information
RiverRainFire,1.0 out of 5 stars,Give me back my pencil and paper!!!!!,Totally worthless waste of time!!!!! Impossible to get measurements correct via touch screen. After ten minutes trying to complete one line w/accurate measurement........delete/uninstall & will never use again.,feature
Rocket Donnie,1.0 out of 5 stars,don't waste your time.,Worst app.,user_experience
Erica Ware,2.0 out of 5 stars,Two Stars,Doesn't work how I thought it would,user_experience
Jeremy Talley,3.0 out of 5 stars,Three Stars,Good app,other_information
Pat Knisely,1.0 out of 5 stars,One Star,Too difficult to use.,user_experience
oliver,1.0 out of 5 stars,One Star,So so easy to use,other_information
Jason Ewald Fisher,3.0 out of 5 stars,It did the job.,"This app was fairly easy to use.  Some of the tools were a little difficult to use,but one could easly get used to them. I would like it better if it were able  to multible floors easer.",user_experience
Vintage Vet,2.0 out of 5 stars,Nice for larger screens,"It was free, I tried it and deleted it from my Kindle.  My Fire HD 8 display is just too small for the details that this requires.  It may have been nicer on a big wide-screen monitor, but without that, I saw no use in fighting it on a small screen tablet.",feature
Sstripp,1.0 out of 5 stars,not great.,Not enough pieces of furniture. I have a piano but couldn't find it in this app. But it was easier to use than done I've used.,other_information
Raphaelle Desrameaux,1.0 out of 5 stars,Free,"I hope this is free, if it is not I will cancel my subscription. Not worth any price.",feature
Invisiable Value,1.0 out of 5 stars,Don't Bother,You have to load YouTube player first. Pain in the tuckas.,user_experience
cheryl mcdowell,5.0 out of 5 stars,Five Stars,Good app,other_information
Dereth Buchmann,3.0 out of 5 stars,Three Stars,Still trying to learn tricks.,user_experience
greg self,1.0 out of 5 stars,One Star,Hard to use not worth the download,user_experience
Erik,3.0 out of 5 stars,Ok-but not inuitive,Not a very intuitive and difficult to navigate and change overall floor plans. Additional help under tutorial would be helpful.,issue
Kindle Customer,1.0 out of 5 stars,Good luck...didnt work for me.,"Very disappointed. Hard to use on Kindle with finger touch, i.e., getting parallel walls exactly same length. Couldn't rotate fixtures, such as toilets. Useless",issue
Natasha,4.0 out of 5 stars,Needs only a few more things,It's a little finicky on the kindle but overall a fun app to create floor plans.  Only wish there were more furniture items and needs a better coloring schema.,issue
Kindle Customer,3.0 out of 5 stars,Need help!,"I used this app, which was great, but the plan I made now shows up as a picture but not in the app itself.  Now I can't edit it anymore.  Plus I paid the $5 plus to get rid of the watermark and delete the ads, but when I go back to the app not only is my plan not available but I have ads again.  Either I can't figure out how to use the help section or there's not much to it.  I really enjoyed using it but really need help resolving the above issues and I can't locate info on how to contact the creator except for rating it.  PLEASE let me know how to fix this!  I put a good deal of time into this already and don't want to lose my work.  I also don't want to have to pay for the watermark/ads feature to be removed again!",issue
Kat K,1.0 out of 5 stars,Too frustrating,"I'm glad this was free.  It's very hard to work.  I was trying to design a room that is 15'8""X13'4"" (16x14 allowing for studs).  Trying to get the inches was impossible.  No matter how carefully I tried, I could not get 4"".  The program would jump from 13'7"" to 13""1"".  I watched the tutorial on YouTube more than once but it must be an upgraded version because nothing looked, or worked, the same.  VERY frustrating.  Unless you're working with whole feet, don't waste your time.",issue
Robert Rodgers,1.0 out of 5 stars,Unable to down load App.,As I am unable to down load this App I can only rate this as a ZERO STAR APP. To bad that this is a free app. I guess as you are unable to down load and use this App it is free.,user_experience
Looseal,1.0 out of 5 stars,Deleted this,Could not figure out how to use this app.  Deleted it after making several attempts.  Not worth the time involved to learn.,feature
MaineOne,2.0 out of 5 stars,Should be a simpler version.,Too difficult for this old girl to figure out.,issue
Master baiter,2.0 out of 5 stars,Blaz,Dumb not. Worthy downloading,user_experience
judy crowley,1.0 out of 5 stars,don't get,don't like hard to use.,user_experience
YellowroseGA#1,1.0 out of 5 stars,One Star,I actually deleted this app as it was not want I needed nor was it eady to use.,feature
Astonia,1.0 out of 5 stars,Not user friendly.,"It is not user friendly.  Even after watching the YouTube video, I could not grasp it.",issue
Jude Joseph Lovell,3.0 out of 5 stars,Need to Read,This game is really interesting. It's a really creative idea. I think it could be a fun thing to play. Warning: This game is very very very very  confusing and frustrating. I would try out the game and see if you like it. If you do great. If you don't that's okay.,user_experience
psyche 1954,1.0 out of 5 stars,Not for me,I suppose I could fiddle with it if I were going to be using it a lot. It was too complicated for the 4 rooms I wanted to do.  Removed app,feature
Gerold Ransom,2.0 out of 5 stars,Nah,"Hard to customize any thing I really did not like the flow of the program, I guess cause I am a Google sketch up person",issue
emmy,3.0 out of 5 stars,confusing,It was a cool idea but I couldn't figure it out maybe other people will have more fun,issue
LadyDarya,3.0 out of 5 stars,Maybe I'm just too old???,"It was okay, I guess I like the paper version of a floor plan creator better.",other_information
Christine L. Vincent,2.0 out of 5 stars,"Has a lot to offer, I don't recommend for Kindle",Hard to control on Kindle HDX .  May be better on computer,user_experience
P.Mclaughlin,4.0 out of 5 stars,Don't know how use but awesomem,Awesome game! But can be better.,other_information
Judy Felsen,1.0 out of 5 stars,Hard to use.,Did not work well on my kindle. I uninstalled it.,feature
D. Pettikas,1.0 out of 5 stars,One Star,did not work well for me,issue
James C. Lindsey Jr,1.0 out of 5 stars,To old to have patience,Not user friendly,user_experience
Amazon Customer,5.0 out of 5 stars,Good,Good,other_information
SandraMitchhell,2.0 out of 5 stars,Not easy,"No instructions on how to use hard to make any floor plans, if not impossible",user_experience
Jenny,1.0 out of 5 stars,Too complicated,Didn't like the app... I felt it was too complicated so I deleted it.,feature
JjjTruth,5.0 out of 5 stars,5Ã¢Â­ï¿½Ã¢Â­ï¿½Ã¢Â­ï¿½Ã¢Â­ï¿½Ã¢Â­ï¿½,Good,other_information
Vicky Sosa,1.0 out of 5 stars,One Star,Not user friendly at all.,user_experience
Tammy,1.0 out of 5 stars,Horrable!!,Worst app I have ever downloaded. Absolutely don't buy.,user_experience
Starlet,1.0 out of 5 stars,Not easy to use,Not easy to use,user_experience
anonymous,1.0 out of 5 stars,Never could get it to download,Never could get it to download.,user_experience
Amazon Customer,2.0 out of 5 stars,NEEDS A BETTER FLOORPLAN!,"This would be a great App if it had better instructions on how to use it. I make floorplans and this would be very handy to work with if it just gave instructions along the way & not just a ""tour"" with a cursor moving around.",issue
Buckles,3.0 out of 5 stars,Too hard to figure out.,Not the best one I have used.,user_experience
Cheryl Cocks,1.0 out of 5 stars,One Star,Will not load on my kindle fire.,user_experience
carol olds,1.0 out of 5 stars,floor plan creator it aint,its a childs toy and not a good one at that.  cant really design anything with it.  im embarased that  i down loaded it.,user_experience
